	DrugBank_ID	DrugBank_Name	Indication	Targets	Proximity	Normalized_Enrichment_Score	FDR
95	DB01054	Nitrendipine	For the treatment of mild to moderate hypertension	CACNA2D2, CACNA1S, CACNA1H, CACNA1C, CACNA1D, CACNA2D1, CACNB2	-0.8217705637971702	-1.6643154802600666	<0.0001
96	DB08080	Latrunculin B		SPIRE2, MRTFA, ACTA1	-0.8146256376226377	2.1188040026051103	<0.0001
97	DB05470	VX-702	Investigated for use/treatment in coronary artery disease, inflammatory disorders (unspecified), and rheumatoid arthritis.	IL1B, MAPK14, TNF, IL6	-0.7984283796987869	1.4594468886950263	<0.0001
98	DB00831	Trifluoperazine	For the treatment of anxiety disorders, depressive symptoms secondary to anxiety and agitation.	CALM1, S100A4, DRD2, ADRA1A, TNNC1, CALY	-0.7897451134631067	1.597107109079724	<0.0001
99	DB06486	Enzastaurin	Investigated for use/treatment in brain cancer, lymphoma (non-hodgkin's), and lung cancer.	AURKA, AURKB, AKT1, CDK15, CHEK2, PRKCB, PIK3R1, CHEK1	-0.7786137528616769	1.2829245047008895	<0.0001
100	DB00393	Nimodipine	For use as an adjunct to improve neurologic outcome following subarachnoid hemorrhage (SAH) from ruptured intracranial berry aneurysms by reducing the incidence and severity of ischemic deficits.	CACNA1S, CACNB3, CACNA1C, CACNB4, CACNA1D, AHR, CACNB2, NR3C2, CACNA1F, CACNB1	-0.6970421920106135	2.192967527736088	<0.0001
101	DB01234	Dexamethasone	Dexamethasone and [ciprofloxacin] otic suspension is indicated for bacterial infections with inflammation in acute otitis media and acute otitis externa.[L10698] Intramuscular and intravenous injections are indicated for a number of endocrine, rheumatic, collagen, dermatologic, allergic, ophthalmic, gastrointestinal, respiratory, hematologic, neoplastic, edematous, and other conditions.[L10701] Oral tablets are indicated for the treatment of multiple myeloma.[L10710] An intravitreal implant is indicated for some forms of macular edema and non-infectious posterior uveitis affecting the posterior of the eye.[L10719] Various ophthalmic formulations are indicated for inflammatory conditions of the eye.[L10704,L10707,L10713,L10716,L10722,L10725]	NOS2, NR0B1, NR3C1, NR1I2, ANXA1	-0.6851803658784443	-1.4900218233559976	<0.0001
102	DB14649	Dexamethasone acetate		NOS2, NR0B1, NR3C1, NR1I2, ANXA1	-0.6851803658784443	-1.4050625412245006	<0.0001
103	DB00480	Lenalidomide	"Lenalidomide is indicated for the treatment of adult patients with multiple myeloma (MM) in combination with dexamethasone. It is also indicated as maintenance therapy in multiple myeloma following autologous hematopoietic stem cell transplantation (auto-HSCT).

It is indicated for the treatment of adult patients with transfusion-dependent anemia due to low- or intermediate-1-risk myelodysplastic syndromes (MDS) associated with a deletion 5q cytogenetic abnormality with or without additional cytogenetic abnormalities.

Lenalidomide is indicated for the treatment of adult patients with mantle cell lymphoma (MCL) whose disease has relapsed or progressed after two prior therapies, one of which included bortezomib.

In combination with a rituximab product, lenalidomide is indicated for the treatment of adult patients with previously treated follicular lymphoma (FL) or previously treated marginal zone lymphoma (MZL).[L16028]"	CRBN, TNFSF11, CDH5, PTGS2	-0.678152916519756	-1.5787679292307861	<0.0001
104	DB13956	Estradiol valerate	"Estradiol valerate is commercially available as an intramuscular injection as the product Delestrogen and is indicated for the treatment of moderate to severe vasomotor symptoms and vulvovaginal atrophy due to menopause, for the treatment of hypoestrogenism due to hypogonadism, castration or primary ovarian failure, and for the treatment of advanced androgen-dependent carcinoma of the prostate (for palliation only). 

Estradiol valerate is also available in combination with [DB09123] as the commercially available product Natazia used for the prevention of pregnancy and for the treatment of heavy menstrual bleeding."	BECN1, MT-ATP6, GPER1, NCOA2, ESR1, NR1I2, ESR2, HSD17B2, ESRRG, CHRNA4	-0.6751400082108453	1.544225111953229	<0.0001
105	DB00622	Nicardipine	Used for the management of patients with chronic stable angina and for the treatment of hypertension.	CHRM1, PDE1A, CALM1, CACNA1C, CACNA1D, CHRM2, CHRM4, CACNB2, CACNA2D1, ADRA1A, PDE1B, CHRM5, ADRA1B, CHRM3, ADRA1D	-0.6668905506424733	2.4530089527483567	<0.0001
106	DB01254	Dasatinib	For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.	STAT5B, PPAT, SRC, YES1, LCK, ABL1, EPHA5, CSK, HSPA8, KIT, FYN, NR4A3, ABL2, LYN, EPHA2, BTK, MAPK14, FRK, EPHB4, BCR, FGR, MAP3K20, PDGFRB	-0.6566643625748687	-2.0309359887341096	<0.0001
107	DB07557	3,20-Pregnanedione		NCOA1, NR1I3, AKR1D1, RXRA	-0.6434482170289139	1.5464939180249526	<0.0001
108	DB04841	Flunarizine	Used in the prophylaxis of migraine, occlusive peripheral vascular disease, vertigo of central and peripheral origin, and as an adjuvant in the therapy of epilepsy.	CACNA1G, CACNA1H, CACNA1I, CALM1, HRH1	-0.6230423437391887	-1.3921303092805009	<0.0001
109	DB00482	Celecoxib	"Celecoxib is indicated for symptomatic treatment of adult osteoarthritis (OA) and adult rheumatoid arthritis (RA).[L7646] Celecoxib is not a substitute for aspirin for cardiovascular event prophylaxis.[L7646] 

It may be also be used to treat acute pain from various sources, juvenile rheumatoid arthritis in children over 2, ankylosing spondylitis, and primary dysmenorrhea.[L7646]

Celecoxib, in combination with [tramadol], is indicated for the management of acute pain in adults severe enough to require an opioid analgesic and in whom alternative treatments are inadequate.[L38949]"	PDPK1, PTGS2, CA3, CA2, CDH11	-0.6006209119083559	-1.9667974731917222	<0.0001
110	DB00642	Pemetrexed	Used in combination with cisplatin for the treatment of malignant pleural mesothelioma in adults whose disease is unresectable or who otherwise are not candidates for potentially curative surgery. Also used as a monotherapy for the treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) after prior chemotherapy	GART, DHFR, TYMS, ATIC	-0.6001345314501492	-1.9930356784217351	<0.0001
111	DB01088	Iloprost	Used for the treatment of pulmonary arterial hypertension.	PLAT, PTGDR2, PDE4C, PDE4B, PDE4A, PDE4D, PTGER1, PTGIR	-0.519066013460705	2.1696756827736783	<0.0001
112	DB00580	Valdecoxib	For the treatment of osteoarthritis and dysmenorrhoea	CA2, CA3, PTGS2	-0.497818183977308	1.3796179941553355	<0.0001
113	DB00396	Progesterone	"**Gelatinized capsules**

The gelatinized capsules are indicated for use in the prevention of endometrial hyperplasia in non-hysterectomized postmenopausal women who are receiving conjugated estrogens tablets. They are also indicated for use in secondary amenorrhea [FDA label]. 

**Vaginal gel**

Progesterone gel (8%) is indicated as progesterone supplementation or replacement as part of an Assisted Reproductive Technology (“ART”) treatment for infertile women with progesterone deficiency.  The lower concentration progesterone gel (4%) is used in the treatment of secondary amenorrhea, with the use of the 8% concentration if there is no therapeutic response to the 4% gel [F3898].

**Vaginal insert**

This form is indicated to support embryo implantation and early pregnancy by supplementation of corpus luteal function as part of an Assisted Reproductive Technology (ART) treatment program for infertile women [F3901].

**Injection (intramuscular)**

This drug is indicated in amenorrhea and abnormal uterine bleeding due to hormonal imbalance in the absence of organic pathology, such as submucous fibroids or uterine cancer [F3907]. 

**Tablets, contraceptive**

The tablet form of progesterone in contraceptive formulations is indicated for the prevention of pregnancy [F3904]. "	ORM1, ESR1, OPRK1, CYP17A1, NR3C1, ESR2, NR3C2, PGR, SHBG, AR	-0.4970903698197076	1.7500528649660603	<0.0001
114	DB07995	H-89		HASPIN, PKIA, PRKACA	-0.48985248905137246	1.762572607026335	<0.0001
115	DB02052	Indirubin-3'-monoxime		AHR, GSK3B, CDK5R1, CDK1, CDK5, CDK2	-0.488970144276622	-1.1759461951278198	<0.0001
116	DB00887	Bumetanide	For the treatment of edema associated with congestive heart failure, hepatic and renal disease including the nephrotic syndrome.	SLC12A5, SLC12A4, SLC12A1, SLC12A2, CFTR	-0.4595066204152106	-1.3748292084411278	<0.0001
117	DB06616	Bosutinib	Treatment of chronic, accelerated, or blast phase Philadelphia chromosome-positive (Ph+) chronic myelogenous leukemia (CML) with resistance or intolerance to prior therapy in adult patients. 	BCR, LYN, ABL1, MAP2K1, CAMK2G, HCK, SRC, MAP2K2, CDK2, MAP3K2	-0.4543137843148026	-2.742572444758755	<0.0001
118	DB00564	Carbamazepine	Carbamazepine is indicated for the treatment of epilepsy and pain associated with true trigeminal neuralgia.[L1335] In particular, carbamazepine has shown efficacy in treating mixed seizures, partial seizures with complex symptoms, and generalized tonic-clonic seizures.[A180301,L1335] Carbamazepine is also indicated for the treatment of manic episodes and mixed manic-depressive episodes caused by bipolar I disorder.[L1335] Some off-label, unapproved uses of carbamazepine include the treatment of alcohol withdrawal syndrome and restless leg syndrome.[A180415,A180421]	NR1I2, CHRNA4, SCN1A	-0.4335997824776263	-1.9259326511257835	<0.0001
119	DB02546	Vorinostat	For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.	HDAC2, HDAC8, HDAC6, HDAC3, HDAC1	-0.42715388751635636	-2.5083820157827326	<0.0001
120	DB00608	Chloroquine	"Chloroquine is indicated to treat infections of _P. vivax_, _P. malariae_, _P. ovale_, and susceptible strains of _P. falciparum_.[L12051] It is also used to treat extraintestinal amebiasis.[L12051]

Chloroquine is also used off label for the treatment of rheumatic diseases,[A191655] as well as treatment and prophylaxis of Zika virus.[A191649,A191652] Chloroquine is currently undergoing clinical trials for the treatment of COVID-19.[A191631]"	ACE2, TLR9, GSTA2, GSTM1, HMGB1, TNF	-0.4254417780893741	-1.8218053670847023	<0.0001
121	DB03496	Alvocidib	Investigated for use/treatment in esophageal cancer, leukemia (lymphoid), lung cancer, liver cancer, and lymphoma (unspecified).	CDK6, PYGM, CDK9, CDK4, PYGB, EGFR, CDK8, CDK1, CDK7, CDK5, CDK2	-0.4157153342655873	-1.5739714856678715	<0.0001
122	DB08896	Regorafenib	Regorafenib is indicated for the treatment of patients with metastatic colorectal cancer (CRC) who have been previously treated with fluoropyrimidine-, oxaliplatin- and irinotecan-based chemotherapy, an anti-VEGF therapy, and, if KRAS wild type, an anti-EGFR therapy. Regorafenib is also indicated for the treatment of patients with locally advanced, unresectable or metastatic gastrointestinal stromal tumour (GIST) who have been previously treated with imatinib mesylate and sunitinib malate. Regorafenib is also indicated for the treatment of patients with hepatocellular carcinoma (HCC) previously treated with sorafenib.[L16835]	FLT4, ABL1, RAF1, FGFR2, TEK, KDR, DDR2, FGFR1, EPHA2, FLT1, NTRK1, BRAF, MAPK11, KIT, PDGFRB, FRK, RET, PDGFRA	-0.39665633193478406	2.2305013692501467	<0.0001
123	DB00421	Spironolactone	"Spironolactone is indicated for the treatment of New York Heart Association Class III-IV heart failure, management of edema in cirrhotic adults not responsive to fluid and sodium restrictions, primary hyperaldosteronism short-term preoperatively, primary hyperaldosteronism long-term in patients with aldosterone producing adrenal adenomas that are not candidates for surgery or patients with bilarteral micro/macronodular adrenal hyperplasia, as an add-on therapy in hypertension, and in nephrotic syndrome when treatment of the disease as well as fluid and sodium restriction with other diuretics is inadequate.[Label]

Spironolactone has antiandrogenic activity which leads to many of its off label uses. Spironolactone is used off label in the treatment of hirsutism, female pattern hair loss, and adult acne vulgaris.[A178135]

Spironolactone is also frequently used for its antiandrogenic effects in transgender female patients due to its low cost and reducing male-pattern hair growth.[A178138]"	SRD5A1, CACNG1, CYP17A1, NR1I2, NR3C1, NR3C2, PGR, SHBG, AR, CYP11B2	-0.3712754053412922	-1.6088261316987806	<0.0001
124	DB08437	Puromycin		RPL19, RPL13A, RSL24D1, RPL3, RPL37, RPL10L, RPL26L1, RPL11, RPL23, RPL15, RPL8, RPL23A	-0.3660384285960513	-1.4609680882167762	<0.0001
125	DB00836	Loperamide	For the control and symptomatic relief of acute nonspecific diarrhea and of chronic diarrhea associated with inflammatory bowel disease or gastroenteritis. Also used for reducing the volume of discharge from ileostomies.	OPRD1, CALM1, OPRK1, OPRM1, NR1I3, POMC, CACNA1A	-0.3553330515804694	2.02881512571018	<0.0001
126	DB08846	Ellagic acid	Ellagic acid is being investigated for use in follicular lymphoma, brain injury in intrauterine growth restricted babies, obese adolescents, and solar lentigines.	CA4, CA9, SYK, CA12, PRKCA, SQLE, CA14, CA5B, CA6, PRKACA, PRKCB, CA3, CA7, CA2, CSNK2A1, CA1, CA5A	-0.35355752745724695	1.7932503066811614	<0.0001
127	DB06195	Seliciclib	Investigated for use/treatment in breast cancer, lung cancer, lymphoma (unspecified), multiple myeloma, leukemia (lymphoid), and cancer/tumors (unspecified).	CSNK1E, CDK9, MAPK1, CDK1, CDK7, MAPK3, CDK2	-0.3517000657145261	-2.025085006058963	<0.0001
128	DB00313	Valproic acid	"**Indicated** for:[Label] 

1) Use as monotherapy or adjunctive therapy in the management of complex partial seizures and simple or complex absence seizures. 

2) Adjunctive therapy in the management of multiple seizure types that include absence seizures. 

3) Prophylaxis of migraine headaches.

4) Acute management of mania associated with bipolar disorder.


**Off-label** uses include:
 
1) Maintenance therapy for bipolar disorder.[A177919]

2) Treatment for acute bipolar depression.[A177928,A177931,A177934]

3) Emergency treatment of status epilepticus.[A177955]"	HDAC9, ALDH5A1, PPARA, PPARD, HDAC2, ACADSB, PPARG, OGDH, SCN1A	-0.34092464249003973	-1.6069470517575026	<0.0001
129	DB04447	1,4-Dithiothreitol		PPIB, TPI1, MSRA, GSTZ1, AXIN1, LGALS1, CAMK2A, TRPM7, ALDH1A1, HMGCR	-0.32243936174985915	2.1950242786890204	<0.0001
130	DB01183	Naloxone	"Naloxone nasal sprays are indicated for the emergency treatment of an opioid overdose or suspected opioid overdose.[L33694] Intramuscular, intravenous, and subcutaneous injections are indicated for complete or partial reversal of opioid depression, diagnosis of known or suspected opioid overdose, and as an adjunct therapy in the treatment of septic shock.[L33739]

Sublingual tablets and films are formulated with [buprenorphine] for the treatment of opioid dependence.[L33714,L33719] Naloxone is also formulated with [pentazocine] as an oral tablet for severe pain.[L33744]

Naloxone has been used off-label for the treatment of neuraxial opioid-induced pruritus.[A234604]"	OPRD1, OPRK1, ESR1, TLR4, CES1, OPRM1, CREB1	-0.3150390747036746	-1.2917431168491331	<0.0001
131	DB07374	Anisomycin		RPL19, RPL13A, RSL24D1, RPL3, RPL37, SNU13, RPL10L, RPL26L1, RPL11, RPL23, RPL15, RPL8, RPL23A	-0.313732381872022	2.152984686125487	<0.0001
132	DB00420	Promazine	Used as an adjunct for short term treatment of moderate and severe psychomotor agitation. Also used to treat agitation or restlessness in the elderly.	CHRM1, DRD2, HTR2A, ADRA1A, HTR2C, HRH1	-0.31269527409999737	1.3977012383358791	<0.0001
133	DB01242	Clomipramine	"May be used to treat obsessive-compulsive disorder and disorders with an obsessive-compulsive component (e.g. depression, schizophrenia, Tourette’s disorder).
Unlabeled indications include: depression, panic disorder, chronic pain (e.g. central pain, idiopathic pain disorder, tension headache, diabetic peripheral neuropathy, neuropathic pain), cataplexy and associated narcolepsy (limited evidence), autistic disorder (limited evidence), trichotillomania (limited evidence), onchophagia (limited evidence), stuttering (limited evidence), premature ejaculation, and premenstrual syndrome. "	GSTP1, HTR2B, HTR2A, SLC6A4, SLC6A2, HTR2C	-0.31269527409999737	1.2781115102890168	<0.0001
134	DB01144	Diclofenamide	For adjunctive treatment of: chronic simple (open-angle) glaucoma, secondary glaucoma, and preoperatively in acute angle-closure glaucoma where delay of surgery is desired in order to lower intraocular pressure	CA4, CA3, CA7, CA2, CA1	-0.29487859327889887	-1.50290283552814	<0.0001
135	DB03374	3,5-Diiodotyrosine		PRSS1, IYD, PKIA, PRKACA	-0.2889043220844472	-1.8653748626477924	<0.0001
136	DB02659	Cholic Acid	Oral cholic acid is indicated for: treatment of bile acid synthesis disorders due to single enzyme defects; and as adjunctive treatment of peroxisomal disorders including Zellweger spectrum disorders in patients who exhibit manifestations of liver disease, steatorrhea or complications from decreased fat soluble vitamin absorption. 	COX4I1, COX8A, COX7C, NR1H4, COX7A1, PLA2G1B, COX7B, MT-CO2, FECH, CES1, MT-CO1, ADH1C, MT-CO3, FABP6, COX6C, GPBAR1, COX6B1, ESRRG, COX5A, COX5B, COX6A2	-0.2731307253349331	1.3470405060615025	<0.0001
137	DB00925	Phenoxybenzamine	For the treatment of phaeochromocytoma (malignant), benign prostatic hypertrophy and malignant essential hypertension.	ADRA2C, CALM1, ADRA1A, ADRA1B, ADRA2A, ADRB2, ADRA1D, ADRA2B	-0.2716738977808697	-1.347477094595116	<0.0001
138	DB00159	Icosapent	EPA can be used for lowering elevated triglycerides in those who are hyperglyceridemic. In addition, EPA may play a therapeutic role in patients with cystic fibrosis by reducing disease severity and may play a similar role in type 2 diabetics in slowing the progression of diabetic nephropathy.	PPARD, PPARA, PTGS2, ACSL4, FFAR1, FABP7, TRPV1, PTGS1, PPARG, FADS1, SLC8A1	-0.27075029122377753	1.7990223251063224	<0.0001
139	DB09237	Levamlodipine	Levamlodipine is indicated alone or in combination to treat hypertension in adults and children.[L10833]	CACNA1D, NOS2, NOS3, CACNA1C	-0.26922007660349084	-1.4243876815215926	<0.0001
140	DB01645	Genistein	Currently Genistein is being studied in clinical trials as a treatment for prostate cancer.  	ESRRA, AKT1, NCOA2, GPER1, ESR2, ESR1, NR1I2, PTK2B, ESRRB, CYP1B1, TOP2A, NCOA1, SHBG	-0.26850356386626584	-1.8691456704140577	<0.0001
141	DB01069	Promethazine	Promethazine tablets and suppositories are indicated to treat rhinitis, allergic conjunctivitis, allergic reactions to blood or plasma, dermographism, anaphylactic reactions, sedation, nausea, vomiting, pain, motion sickness, and allergic skin reactions.[A189907,L4000] Promethazine cough syrup with phenylephrine and codeine is indicated to relieve cough and upper respiratory symptoms, and nasal congestion associated with allergy or the common cold.[L11326]	CHRM1, CALM1, CHRM2, DRD2, ADRA1A, CHRM5, CHRM3, HRH2, CHRM4, HRH1, SCN1A	-0.25864688248070544	-1.8126130519100179	<0.0001
142	DB00908	Quinidine	For the treatment of ventricular pre-excitation and cardiac dysrhythmias	KCNK6, ADRA1A, KCNK1, ADRA1B, KCNH2, ADRA1D, SCN5A	-0.24496484272702918	1.6229982053268934	<0.0001
143	DB01103	Quinacrine	For the treatment of giardiasis and cutaneous leishmaniasis and the management of malignant effusions.	PLCL1, PLA2G4A, PLA2G6	-0.23323705161954925	1.3357355473507129	<0.0001
144	DB00412	Rosiglitazone	Rosiglitazone is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. 	PPARD, RXRB, RXRG, ACSL4, PPARG, PPARA, RXRA	-0.20076774615895862	1.9413743003792707	<0.0001
145	DB01173	Orphenadrine	Indicated as an adjunct to rest, physical therapy, and other measures for the relief of discomfort associated with acute painful musculo skeletal conditions.	SCN10A, GRIN3B, GRIN1, GRIN3A, SLC6A2, HRH1, GRIN2D	-0.18978431250193187	-1.5072433879024916	<0.0001
146	DB00619	Imatinib	For the treatment of Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML), Ph+ acute lymphoblastic leukaemia, myelodysplastic/myeloproliferative diseases, aggressive systemic mastocytosis, hypereosinophilic syndrome and/or chronic eosinophilic leukemia (CEL), dermatofibrosarcoma protuberans, and malignant gastrointestinal stromal tumors (GIST).	BCR, KIT, ABL1, CSF1R, DDR1, NTRK1, RET, PDGFRB, PDGFRA	-0.18359490236449375	2.047254842878972	<0.0001
147	DB04216	Quercetin		UGT3A1, PIK3CG, RUVBL2, AHR, ATP5F1B, CYP1B1, UBA1, ACTB, CSNK2A1, ESR2, CEBPB, HIBCH, SF3B3, SHBG, HSP90AA1, ESR1, HSPA2, ATP5F1C, ATP5F1A, PIM1, NQO2, NR1I2, STK17B, HCK, EIF3F, CSNK2B, CBR1	-0.17423552014047425	1.7379480596291892	<0.0001
148	DB00875	Flupentixol	"Flupentixol is indicated for maintenance therapy of chronic schizophrenic patients whose main manifestations do not include excitement, agitation or hyperactivity.[L31808]

It is indicated for the management of depression in adult patients who may, or may not, also be showing signs of anxiety.[L31928]

Flupentixol in combination with [melitracen] is indicated to manage symptoms of anxiety, depression, and asthenia in adults.[L31923]"	DRD1, DRD3, CHRM1, DRD2, HTR2A, ADRA1A, HTR2C, DRD4	-0.1560364108709159	-1.211845429201327	<0.0001
149	DB00459	Acitretin	For the treatment of severe psoriasis in adults.	RXRB, RARB, RARG, RXRA, RXRG, RBP1, RARA	-0.13767728151323388	-2.092571202079124	<0.0001
150	DB00477	Chlorpromazine	For the treatment of schizophrenia; to control nausea and vomiting; for relief of restlessness and apprehension before surgery; for acute intermittent porphyria; as an adjunct in the treatment of tetanus; to control the manifestations of the manic type of manic-depressive illness; for relief of intractable hiccups; for the treatment of severe behavioral problems in children (1 to 12 years of age) marked by combativeness and/or explosive hyperexcitable behavior (out of proportion to immediate provocations), and in the short-term treatment of hyperactive children who show excessive motor activity with accompanying conduct disorders consisting of some or all of the following symptoms: impulsivity, difficulty sustaining attention, aggressivity, mood lability, and poor frustration tolerance.	DRD1, DRD2, HTR1A, DRD5, ORM1, SMPD1, CALM1, HTR2A, ADRA2A, HTR2C, HTR7, CHRM1, DRD3, ADRA1A, HTR6, HRH4, ADRA1B, KCNH2, DRD4, CHRM3, HRH1	-0.08818959881584015	1.256347444824959	<0.0001
